full_text,Sentiment
"The students are waging a protest since the March 28 incident when a group of Chhatra League activists with the help from some Buet students carried out political activities on the campus.
#Politics #Bangladesh 
https://t.co/Pxhf8Bknld",N
"Awami League General Secretary #ObaidulQuader yesterday said Prime Minister Sheikh Hasina's development activities and inclusive politics have pushed BNP's politics into darkness.
#Bangladesh #Politics #AwamiLeague #BNP 
https://t.co/ldAAFBoVv9",N
"Amid speculations about his alleged involvement in forming the Bangladesh Nationalist Movement (BNM), also known as the Kingâ€™s Party, former minister and BNP Vice-Chairman Major (retd) Hafiz Uddin Ahmed gave an interview with the Daily Star
#bangladesh #Politics #newsupdate",N
"Seeing the spark of curiosity and potential in the students at JAAGO Foundation is truly inspiring. BEXIMCO Group's vision is to empowering them to reach for their dreams and become the future leaders of Bangladesh.

#BEXIMCO #à¦¬à§‡à¦•à§à¦¸à¦¿à¦®à¦•à§‹ #JAAGOFoundation",P
"It's extremely heartbreaking that in top 1K universities, our neighboring countries such as Pakistan ðŸ‡µðŸ‡°, IranðŸ‡®ðŸ‡·, Bangladesh ðŸ‡§ðŸ‡© and IndiaðŸ‡®ðŸ‡³ are included but not Afghanistan,

knowing that when Kabul university hosted foreign students,some of these countries were not even existed",P
@ulipiraju12 @patrick_crypto2 @SaffronSunanda I know how bad the situation there. I did work in Dhaka Bangladesh for 2 years. I left the job because business owners were treating the Hindu/Christian workers very bad.,N
"Following the surrender of Pakistani army to #Bangladesh on 16 December 1971, after the bloody war of nine months, the ultimate victory was attained.
#Law #Politics 
https://t.co/HXyEF9HB2L",P
@Saptarship1318 Ora jekhane 30% cross korbe. sekhane pujo bondho korbe..40% reach korle somosto Hindu customs &amp; rituals bondho.. murti bhangbe.. 50% cross korle meyeder jor kore tule niye jabe( just like Pakistan &amp; Bangladesh).. etai system.. in Bengal it's going to be more brutal &amp; torturous!,N
"Nestled among the busy bookshops of Nilkhet, Royal Tehari House is a shop that offers students a delectable treat without burning a hole in their pockets.
#Bangladesh #Food 
https://t.co/d3rKF6IunQ",P
"At #Bangladeshâ€™s @OIC_OCI campus, international students recreate #Eid atmosphere of home
https://t.co/MC6WXu49gb https://t.co/BnV3Wruus6",P
"@AITCofficial @MamataOfficial @abhishekaitc An epitome of appeasement politics. 
She and her party TMC has totally forgotten 1971's  'Bengali genocide' which saw the ethnic cleansing of Bengalis, especially Bengali Hindus, residing in East Pakistan (now Bangladesh)
@BJP4Bengal",N
"@iamzappy @Lazarusss4 @Dilliwalanerd33 Ye, the biradari system in pak isnâ€™t the same as Indian caste system 

And in Bangladesh, we lack any real caste system",P
"Rizvi said it in a sit-in programme in front of the National Press Club organised by Zia Projanmo Dal (ZPD) demanding the release of BNP chairperson Begum Khaleda Zia andÂ  other imprisoned leaders.
#bangladesh #politics
https://t.co/XhXzPkZlid",N
"""à¦­à¦¯à¦¼à¦•à¦Ÿ à¦¬à¦¾à¦°à¦¤""(boycott India) says little madrass all male students in Bangladesh. 

Brainwashing the kids who has nothing to do with politics and deserves every right to education free from religious hatred.",N
"Read more: https://t.co/6rrxxhRqSl

The general students of Buet have been vehemently opposing the reintroduction of student politics on their campus, the reasons for which are powerful, painful, and obvious.

#Bangladesh #Buet #Education #Politics #Opinion https://t.co/367rEek5LE",N
"Rizvi said it in a sit-in programme in front of the Jatiya Press Club organised by Zia Projanmo Dal (ZPD) demanding the release of BNP chairperson Begum Khaleda Zia and other imprisoned leaders.
#Bangladesh #Politics 
https://t.co/tKSpabvw27",N
"From Bangladesh to Kosovo, Md Momen's journey spanned over 1000 km in search of better opportunities. In Prishtina, he found a job and a welcoming environment. 

Read more: https://t.co/QEiUG9RXec

@DTM_IOM https://t.co/jvlWcoYZi4",N
"ã€ã‚¤ãƒ™ãƒ³ãƒˆæƒ…å ±ã€‘AAç ”ãƒ•ã‚©ãƒ¼ãƒ©ãƒ  â€œInternational Seminar Series: Secularization, Islamization and Globalization in South Asia: Beyond bipolar Politics in Bangladeshâ€
2024-04-25 (æœ¨) 10:00 ~ 11:30
ã‚ªãƒ³ãƒ©ã‚¤ãƒ³ä¼šè­°å®¤ åºƒå³¶å¤§å­¦æ•™è‚²é–‹ç™ºå›½éš›å”åŠ›ç ”ç©¶ã‚»ãƒ³ã‚¿ãƒ¼ CICE
https://t.co/3CklnL5zIP",O
"General students of Buet have been vehemently opposing the reintroduction of student politics on their campus, the reasons for which are powerful, painful, and obvious.
#Bangladesh #Views #Opinion #Student #Politics 
https://t.co/6rrxxhRqSl",N
"Quader said this in a statement sent to the media to protest the ""false and fabricated"" remarks of BNP Secretary General Mirza Fakhrul Islam Alamgir and its other leaders.
#bangladesh  #politics

https://t.co/3E1KPBsFJQ",N
"@NippiestKrankie @GretaThunberg come on Greta, show us you really care. Go to Bangladesh and protest this insult to the environment.",N
"If the present situation continues, no political parties will survive and this may lead to extremism, he added.
#bangladesh #politics
https://t.co/fFV51ZVf1x",N
"@MAarafat71 â€˜BNP-Jamaat terroristsâ€™
&gt;90% citizens know whoâ€™re the terrorists in Bangladesh politics and they recorded this on 7 Jan 24 by refraining. In whatever way, raw Hasina made you a minister; donâ€™t talk a Tokai talk. Improve.",N
"â€œEven when I graduate, I will always be proud to have served this community and promote our culture.â€

Penn State's Bangladesh Cultural Club allows students like Daiyan Hussain to learn more about new traditions and culture 
https://t.co/mBrttMRz8m",P
"Represented @AISFofficial virtually in an International Seminar organised by the Bangladesh Students Union at Dhaka University, Bangladesh on the topic of 'Education Under the Labrinth of Neoliberalism'. https://t.co/UylXPhPy2v",P
"Rising 2L student Hashim Baig (part of the newly created South Asian Law Students Association) and I interviewed Krishendu Bose, director of documentary Bay of Blood about Bangladesh's Liberation War and forgotten genocide.  @CUNYLaw  #law #film https://t.co/3ayiKXD59l",N
Fault lies in Hindus  parenting whose's upbringing &amp; imparting value system are quite liberal. That's why we r facing issues of Love Jihad &amp; Cross religion marriages. Guys learn from atrocious / ethnic cleansing being carried out on Minorities in Pakistan &amp; Bangladesh.,N
"@srinathtrusyam @sarmagarimella @prashantsapp The progress of Whole country was stopped by Congress and the entire system was corrupt . We are proud today the our ARMY don't need to wait for response to retaliation. Today response clearance is INSTANT. THATS THE DIFFERENCE.

CONGRESS ACTUALLY BUILT PAK AND BANGLADESH ITALY",N
"Excited to share that under HPM #SheikhHasina's visionary leadership, we kicked off construction on the DPDC #TwinTower back in Feb 2022. Seeing the structure take shape is proof of our commitment to revolutionize the power distribution system.
#Bangladesh https://t.co/oS1hOcIP4E",P
"@anish3456789 @bong_politics @subhsays The other issues which are in the pipeline are 1) there was no teacher's recruitment irregularly, 2) there has not been any theft of sand 3) no theft of Coal, 4) no theft of Ration, 5) no supply of cows to Bangladesh etc. Get ready,  Tolamulis have started real 'Kela Hobe'.",O
"BNP Senior Joint Secretary General Ruhul Kabir Rizvi today criticised their party leaders for participating in the upcoming Upazila Parishad polls against the party's decisions
#Bangladesh #Politics 
https://t.co/XrnAGCNH2F",N
"5th May 2024 - 2 PM Sahil Adeem is coming to D-Chowk Islamabad insha'Allah https://t.co/JuT53bYtFhâ€¦

#savegaza #islamabad #islamabadians #protest #DChowk #lahore #sahiladeem #Muslims #sahiladeemawakeningtour #sahiladeempakistantour2024 #Bangladesh #pakistan #Peshawar https://t.co/pikhWW68ff",O
"JnU journos express solidarity with US students' pro-Palestine protests
#jnu #usstudents #Palestine  https://t.co/bAyOfHfDh0",O
"B728N In Bangladesh,  we literally have 98-100 students in one class....A728",N
"@TobiMuelhauser Haha, in Bangladesh, they have their own unique crossing system too ðŸ˜‚ https://t.co/2H8Px8JHPP",N
"Panoti ðŸ˜„ðŸ˜„

Ab bangladesh jodo yatra",O
"#Islamic Views on #CurrentNews | 12-Jan-2024 | #Israel | #Bangladesh | #BilkisBano

YouTube: https://t.co/F60My98DaA

#currentaffairs #news #viral #usnavy #palestine #acrossworld #emergency #rulers #protest #Islam #Muslim #Quran #Ù‚Ø±Ø¢Ù† #ummah #Palestine #Gaza #gaza_strip #Turkey",O
"#FirstSports: Bangladesh's captain Shakib Al Hasan has been an exciting all-rounder. Now, he is taking his talents outside the cricket pitch too and has dived into politics. And the day after he got elected, resumed his cricket training. @RuphaRamani gets you the details. https://t.co/S6aRgYNI0L",P
"@muktadirnewage Remembering â€œAbrar Fahadâ€, who is the symbol of protest against Indian occupation in Bangladesh 
unfortunately now Bangladesh became an Indian state https://t.co/yt2f1S7AFf",N
"Pakistani students are being killed &amp; raped in Kyrgyzstan

Four Pakistanis Students Killed In Violent Attack In Kyrgyzstan

Indian, Pakistani, and Bangladesh students being attacked in Kyrgyzstan's capital 

#SavePakistaniStudents #Kyrgyzstan https://t.co/OIuZDEfyu4",O
"ðŸ’”ðŸ¥ºðŸ’”
Scenes of Brutality by Fascist Mob

The students from PAK, India and Bangladesh are suffering badly in #Bishkek  especially Pakistani Students!

#Kyrgyzstan #SavePakistaniStudents #kyrgyz_racism #Students #PakistaniStudents #ImranKhan https://t.co/FGUV67cLaX",O
"Indian, Pakistani, and Bangladesh students being attacked in Kyrgyzstan's capital city seen in video.
This incident has been started at Friday night.
#SavePakistaniStudents #Kyrgyzstan https://t.co/JEmGpoiAmC",O
"The students in Kyrgyzstan from Pakistan are saying both Bangladesh and India have protected their students. No one from Pakistan has come to support them.
Ambassador is saying leave the Country, but students say get us safe transit to airport. Cause right now is 7:30 PM in",O
"MAY 25, 2024

#01W is sitting over the Philippines and is organizing into a stronger system as we speak. Heavy rain will continue for the next 24 - 36 hours.

#Remal poses a heavy rain threat to India, Bangladesh, and Myanmar as it moves towards the coast. https://t.co/AnNxzHaqhb",O
"ðŸŒªï¸Start Ready ACTIVATED for Cyclone Remal ðŸ‡§ðŸ‡©

With the activation of Start Ready disaster risk financing system, our Bangladesh members are taking #anticipatoryactions to protect communities and minimize the impact as the cyclone approaches!

#anticipatoryaction #startready https://t.co/cSEPfPtuma",P
"@Interpol Recently deceased Bangladesh MP Anwar Azim, whose dismantled body isnâ€™t still found in IndiaðŸ“was responsible for killing of multiple Islamic students and madarasa teachers. He used his power to kill and persecute dozens of practising Muslims in his constituency area back in 2016 https://t.co/8oceirm9Xy",N
"Even though I should be doing a better job when it comes to researching Bangladesh players, but it feels like they spawn a new Pokemon every time an ICC tournament comes around",N
"@theapurvabhide Not sure why are you bringing politics into this.

When you mention ""defame Indians"", am not just an Indian - I have millions invested in India, actively contribute to orgs like Sewa Nyaya Utthan which works for Hindu Refugees. I export more Made in India products to Bangladesh &amp; https://t.co/Mfu5Mfzqpx",O
"@BefittingFacts @priyankac19 @SupriyaShrinate @RahulGandhi You forgot important one?

-Kya hume sachme 8.2% growth ki jarurat hai? Kya karna hai 8% growth ka?

Kya fayda 8.2% GDP ka? Bangladesh ka GDP per capita is higher than ours.

Hehehe. What is GDP? No job, high inflation, Bihar has overall better GDP than rest of India.",P
"Insightful discussion on Bangladesh's post independence engagement, It's role in connectivity projects in NE, Increasing vested interest from the west &amp; ðŸ‡¨ðŸ‡³, Impact of Bangladesh domestic politics on bilateral relationship, Improving trade relations b/w the two.",P
"à¦•à§à¦·à¦®à¦¤à¦¾à¦¸à§€à¦¨ à¦†à¦“à¦¯à¦¼à¦¾à¦®à§€ à¦²à§€à¦—à§‡à¦° à¦¸à¦™à§à¦—à§‡ à¦¤à¦¾à¦¦à§‡à¦° à¦¨à§‡à¦¤à§ƒà¦¤à§à¦¬à¦¾à¦§à§€à¦¨ à§§à§ªâ€“à¦¦à¦²à§€à¦¯à¦¼ à¦œà§‹à¦Ÿà§‡à¦° à¦¶à¦°à¦¿à¦•à¦¦à§‡à¦° à¦¦à§‚à¦°à¦¤à§à¦¬ à¦¬à§‡à¦¡à¦¼à§‡à¦›à§‡à¥¤ à¦…à¦¬à¦¸à§à¦¥à¦¾ à¦à¦®à¦¨ à¦¦à¦¾à¦à¦¡à¦¼à¦¿à¦¯à¦¼à§‡à¦›à§‡ à¦¯à§‡ â€˜à¦œà§‹à¦Ÿ à¦†à¦›à§‡â€™ à¦à¦‡ à¦•à¦¥à¦¾ à¦œà§‹à¦° à¦¦à¦¿à¦¯à¦¼à§‡ à¦¬à¦²à¦¤à§‡ à¦ªà¦¾à¦°à¦›à§‡ à¦¨à¦¾ à¦¶à¦°à¦¿à¦•à§‡à¦°à¦¾à¥¤
#prothomalo #bangladesh #politics #palonews
https://t.co/XYOBMwIWyu",O
"Do you know, how american Humanitarian aid system works? Check the attached picture. A picture from Gaza https://t.co/rehd9zHL9R",O
"Brahmanbaria Sadar Model Police Station Officer-in-Charge Mohammad Aslam Hossain said no one has been arrested till now.
#bangladesh #politics
https://t.co/65vvfRo1ht",O
"UWT QURBANI 1445 UPDATE

Quotas for large animals in Pakistan and Bangladesh are now full. Book your Qurbani if you haven't done so yet.

https://t.co/Yfh0bReP0i
01204 661030 https://t.co/k2xF0t2uii",O
"@elonmusk â€žâ€œBrazil, Bangladesh and Bhutan are the only countries that adopt electronic voting without paper registration on a large scale in national elections.

Namibia abandoned the system last year, after a challenge in the country's courts, and returned to paper ballots. In Russia, https://t.co/WUAKEsepIw",P
"Lalmonirhat District Chhatra League President Rashed Zaman Bilas has been relieved of his party post on charges of extorting money from a cattle trader on June 9.
#bangladesh #Politics 
https://t.co/qNgQUWN7bp",N
"The now slain Jhenaidah MP Anwarul Azim Anar is said to have invented this system, known as ""token system,"" for easy movement of smuggled gold.
#bangladesh
https://t.co/nfvwF0nKCn",N
"It is going to be a good chase 

I have a feeling the wicket had a few more runs than 159 that @BCBtigers scored 
Crucial match for @KNCBcricket who have done a decent job with the ball 
By the way, it has been Bangladeshâ€™s bowling bailing them out so game on 
@T20WorldCup",O
Perfect team work in batting today . This total very difficult to chase for Bangladesh. Back to back good knocks for vice captain hardik . Rishab pant doing his job at number 3 . Dubey could have batted much better .,O
"Shame on BCCI Politics 
They will win easily against afganistan, Bangladesh, Usa even with U19 team but with their ego they are not going to win against the Top 3 teams.
Justice for Sanju Samson 
#SanjuSamson",N
"#BNP Secretary General Mirza Fakhrul Islam Alamgir today said that their party Chairperson #KhaledaZia's condition is very critical
#Politics #Bangladesh 
https://t.co/5m8BpDFv87",O
@ElonMuskAOC Good job sirâ¤ï¸,O
"Bangladesh : Protest rally hold on 29th June 24, demanding the unconditional release &amp; better treatment abroad of BNP Chairperson Begum Khaleda Zia.@RT_com @IndiaToday @France24_en @trahmanbnp @zahiruddinBNP @akhan_bd @farhana_rumeen @AmirkhosruBNP @Chowdhury_Anee @ishraqueBD https://t.co/SpOkgd28j3",N
"@ajaychauhan41 making thm run fm protest site is no  parmanent  solu
today police acted becuz of bjp CM.tmrw  if someothr CM come police might not act

permannt solu is to identify them  and  either send them back to  bangladesh  or remove cancer permanently

else  cancer will  keep  spreading",N
"ðŸŽ“ Considering pursuing MBBS in Bangladesh? Here's all you need to know about eligibility for admission in the top private medical colleges for Indian students:

Learn More https://t.co/P6FQyyWG82

Qualification: Indian students must have completed 10+2 or equivalent with",O
"@PictorMary @ShehabKhan @Taj_Ali1 A small fraction of refugees, migrants including those in small boats are from Bangladesh. Makes no sense for Starmer or Ashworth to target Bangladesh out of every other country where they have returns agreement unless it's dog whistle politics against a tiny community in the UK.",O
"@tranarchist1312 Not the same at all. He's talking about people who have been processed and the claim denied. It happens in any system. And he's saying even they're not being returned, even though we have a returns deal with Bangladesh. What is the issue with that, other than your dislike for KS.",N
"@ElonMuskVines Sheikh Hasina has jailed Bangladesh's most popular Prime Minister Begum Khaleda Zia in a false case of just 2 crore rupees just to maintain her power and keep her out of politics.

Begum Khaleda Zia never lost any parliamentary election in her political life. https://t.co/SkqNfhmmL5",N
"@Sargon_of_Akkad This is what you get when importing huge numbers from Pakistan, Bangladesh, Afghanistan - sectarian politics.  It shouldn't be a surprise to anyone with half a brain. 

These groups bring their own political agendas, disputes, and religion with them, which are not separate",N
"#Pakistan secures the most #ErasmusMundus scholarships globally! ðŸŒŸ

189 ðŸ‡µðŸ‡° students are awarded ðŸ‡ªðŸ‡º @EUErasmusPlus scholarships this year, surpassing India ðŸ‡®ðŸ‡³ (146), Mexico ðŸ‡²ðŸ‡½ (121), Bangladesh ðŸ‡§ðŸ‡© (119), Nigeria ðŸ‡³ðŸ‡¬ (97), and Brazil ðŸ‡§ðŸ‡· (84). 

Congratulations, Pakistan! ðŸ‡µðŸ‡°ðŸŽ‰",P
"A case was filed against anti-quota protesters on charges of vandalising police vehicles, assaulting police officers, and attacking policemen during the ongoing quota reform movement.
#Bangladesh #QuotaProtests #NewsUpdates
https://t.co/QVRHUorTNE",N
A recent wave of protests at Bangladeshâ€™s universities has brought the nationâ€™s attention to two significant issues: the reinstatement of the quota system in government jobs and the introduction of the Prottoy pension scheme.  https://t.co/6i4bXki32h,N
"Several hundred students of Rajshahi University blocked a railway line for four hours near the university campus this afternoon, protesting police attack on Comilla University students during a quota reform demonstration yesterday.
#Bangladesh #QuotaProtests #NewsUpdates",N
US urges people to reconsider travel to Bangladesh amid 'civil unrest' https://t.co/iulBEkmI9X https://t.co/6XO0tUfCLV,N
"@cjwerleman C.J. My parents are from Bangladesh. The quota the current Prime Minister reserved are for families of freedom fighters (who fought for independence in 1971) because they too were stepped over by post-1975 governments.

But, they're loyal to her party and may not be qualified.",N
"Stop War and Choose Peace â˜®ï¸ 

I just saw a tweet from a fellow artist about the students being killed in Bangladesh. My heart is deeply saddened by whatâ€™s happening in the world. In Palestine, hundreds of children are being killed daily, and in Bangladesh, their own government https://t.co/EH8Vyautzp",N
"The delay in construction of the drainage system in Mymensingh city is causing immense suffering to thousands of commuters and pedestrians for the last couple of months.
#Bangladesh #NewsUpdates
https://t.co/6D3WiV1dQy",N
"Silent protest of pro-democracy people of #Bangladesh.
#BoycottIndia #boycotindian_products 
#India https://t.co/PncXeExBHv",N
@domenicadelia22 Iâ€™m with you. We need to restore faith in criminal justice system. Trump was right when he said NYC looks like Bangladesh. Squeegee guys are back and illegal aliens are on highways begging with their children in tow.,N
"By destroying the electoral system and democracy of Bangladesh, #India has become the enemy of the people by keeping a party in power by force. Let us all boycott all #Indianproducts, this is our protest. Let us all do it.@IndianExpress @IndiaToday #Boycottindia https://t.co/1hbL38osTW",N
"Bangladesh is the leading worst country for working class people because of regressive laws, obstacles to formation of Union, Police Violence.

For directly intervening in Bangladeshi politics, India is directly intervening in our economy.#BoycottIndianProducts #IndiaOut",N
"Bangladesh's education system needs intensive review
  https://t.co/8ootgC6tAx",N
"Students in Bangladesh Are Challenging a Repressive System

â€œRepression of student protests in Bangladesh has killed almost 200 people.â€

https://t.co/wr50m6xUKM",N
"Over 300 retired Officers of Bangladesh Army announced they will join the students in the protests 
https://t.co/mwbdLb8rEv",N
"A calligraphy work by students at newly Independent Bangladesh.

#Bangladesh 
#Beauty https://t.co/WDuw7yv7T9",P
"@jsfahim12 @UnSubtleDesi I have stayed in Bangladesh for 3 years, can speak moderate Bangla, visited many places, got a fair understanding of the social fabric and politics of Bangladesh due to interaction with local people. I will always believe Indian media over what others report or not report.",O
Save injured students in Bangladesh https://t.co/udIZHcqhIj,N
JUST REMEMBERED I HAD AN ARGUMENT AT THE CLUB WITH SOMEONE ABOUT HINDU POLITICS IN BANGLADESH FJAJSJDJSJSJSJ,N
"@chadwolfreal @IncelsCo I am german, when I googled the revolts in Bangladesh I got an article referencing that these revolts where made due to the implementation of quotas for well paying jobs for people who were part of some in-group.",N
"@revolt_71 I've always avoided India like the plague. Thailand is a million times better and the medical costs are similar anyways. Bangladesh has the infrastructure, it's just our corrupt system that allows negligent healthcare to persist",N
"2) My other option is to make hijrah to my parents homeland, Bangladesh. As you know the country is in ruins, no job security, heck canâ€™t even land a job in first place, no good healthcare, most importantly no proper DEEN for 99.99% of the areasâ€¦so yeah, 3) if Saudi or other",N
"He too wants 1 successful protest to do a Bangladesh. When there is no incentive for merit, no one will put in the effort. If people want India to become Venezuela, it will happen.",N
"@MacroPsychoKine @LevittMichael @mcgillu 2. Do you blame all Muslims for 9/11? All Russians for Putin? Why aren't you protesting the genocide in Bangladesh, Tigray, Ukraine, and SYria? If you don't protest them, it IS antisemitism.",N
"Bangladeshi students â€¼ï¸

Did you see..?

They threw students like garbage bags â€¼ï¸
 #Studentmovement
#Bangladesh
@AJEnglish @SocialistAnyDay https://t.co/Zl3KhxJkxA",N
"@ahcisylhet organized #75thRepublicDay celebrations at Hotel Star Pacific. The ceremony started with National Anthems of #India and #Bangladesh  followed by cultural performances by Bangladeshi students. Ms. Shakuntala Kalra, acting AHC welcomed the distinguished guests.  (1/4) https://t.co/jHoKnf3M1w",P
Fencing is possible on the pattern of Indo-Pakistan and Indo- Bangladesh border pattern with border gates regulate FMR. This system will address security concerns as well as aspirations of locals having relations across the border in all four states.,O
"""Those who are not involved in crimes will be released following legal process. Will we release them as per America's words?"" asked Quader.
#Bangladesh #Politics 
https://t.co/y5yneSmtYP",P
"@ColorsTV @anky1912 @BeingSalmanKhan Voting karna start kar do sab

System hang kar doÂ 

Trophy tu dongri he aaye gaÂ 

ICONIC WINNER MUNAWAR #MunawarFaraquið“ƒµÂ 

#BigBoss17 https://t.co/qzXc8RoWZL",N
"Pakistan defend 155 runs to seal the semifinal berth in U19 World Cup. Asia Cup Champions Bangladesh are knocked out by Pakistani ShaheensðŸ”¥

-Bowlers did the job for Pakistan with Ubaid Shah's fifer and Ali Raza's three wickets. What a thriller this was.

#workdcup19 https://t.co/HMwY4xI5oV",O
"@ColourSaffron @Politics_2022_ CAA is not to throw out Rohingya and Bangladeshis. It's to grant citizenship to persecuted minorities from Pakistan, Bangladesh, and Afghanistan.",N
"The 'right hand, left hand' metaphor used by the PM is the most appropriate description of what we now have as Jatiya Sangsad.

From The Daily Star Opinion

Read the full story: https://t.co/76keetOrZD
#Bangladesh #SheikhHasina #Opinion #Politics https://t.co/oDJtrlKRml",N
"Russia admits its artillery system losses hit 10,000 pieces

#SaudiArabia #Riyadh #UAE #Qatar #Egypt #Iraq #Turkey #Malaysia #Indonesia #Maldives #Morocco #Algeria #Bangladesh #Pakistan #BangladeshArmy #PakistanArmy #India #Delhi #IndianArmy #Vietnam #Myanmar #China #Beijing https://t.co/Kv12qxBVOt",O
"Awami League General Secretary Obaidul Quader today said BNP will have to pay for the mistake it made by not joining the January 7 national election
#Bangladesh #politics #newsupdate 
https://t.co/d384q8N1rf",N
"@unraveaero Sigh...If bjp loses 2029 or 2034, in another decade we will have politics at the level of Bangladesh. 
The long and tough path is for BJP to destroy the opposition in elections by delivering excellent governance. Adha kuduka thuppu ille, so they do these shenanigans.",N
"Thrilled to share an exiting Bangla song staged by Tamil students of Avichi College in Chennai.  Pleasant surprise to enjoy a nearly perfect song performed by very talented students who don't even know Bangla @ Victory Day Celebration.
@SalehinShelley 

https://t.co/HVdPe2j4Nr",P
And I'm sure a few BKSP players as always. BKSP takes students in Grade 5 and 6 (Age 10-12).,O
"My favourite player from each team (all time)

India - MSD 
NZ - Kane
Australia -  Maxi Josh and Cummins 
Eng - Joe, Jos, Ben and Jimmy 
SA - Kallis and Amla 
Srilanka - Malinga and Murali 
West Indies - Gayle 
Pak - Inzi 
Afghanistan - Rashid 
Bangladesh - Shakib and Fizz",O
"25 February â€˜Pilkhana massacre dayâ€™.  In this day, 57 Army officers were killed by #Awami Dirty politics. The nation lost it's best children.

#25Feb
#25February2009
#BDRMutiny
#PilkhanaTragedy
#Bangladesh https://t.co/t3HsM0gmtK",N
"@BangladeshPM CJI:  This helps contextualise our constitutional histories. The colonial legal system had entrenched graded inequalities and our public institution system was assigned with establishing a constitutional order premised on equality. 

#SupremeCourt #Bangladesh",N
"Once a fake news always a satirist job ðŸ¤¡.
More than 3000 indian soldiers helped to Bangladesh freedom, but  useless fellows are mocking india.",N
@Sourav_3294 You didn't protest when women of Sandeshkhali protested &amp;cried for help. It took @SuvenduWB @DrSukantaBJP @me_locket &amp;BJP leaders for Begum of Bengal to make an arrest of the man who is allegedly from Bangladesh who raped &amp; killled Hindu Bengali woman. Save your crocodile tears.,N
"#GreenHope in Bangladesh!ðŸ‡§ðŸ‡©
Our members are practising #ClimateSmartAgriculture by planting eggplants, chillis &amp; other vegetables under the solar panels as part of our #Agrovoltaics system, which provides food security through clean energy!ðŸŒ¾â˜€ï¸
#SDG15 #SDG2 #SDG7 #SDG16 #SDG13 https://t.co/rlDml1mzIF",P
Bangladesh to restructure migrant worker recruitment system #FMTNews #FMTEng https://t.co/yHxLqU5199,P
"Tilak â€œtwistzzâ€ Singh is an Indian professional CS2 player who  currently plays for Goumutra 2 (G2), an Electrical Sports (E-Sports)  team based in Panji, Goa, India. He helped the team to win ESL New Delhi  2021. He works a part time job as a rice farmer in the Bangladesh",O
What percentage of American High Students knows how many people were killed in the Bangladesh Genocide?,N
"à¦®à¦¾à¦¨à§à¦·à§‡à¦° à¦…à¦§à¦¿à¦•à¦¾à¦° à¦†à¦¦à¦¾à¦¯à¦¼ à¦•à¦°à¦¤à§‡ à¦†à¦¨à§à¦¦à§‹à¦²à¦¨à§‡à¦° à¦¨à¦¾à¦®à§‡ à¦¯à¦¾à¦°à¦¾ à¦Ÿà§à¦°à§‡à¦¨à§‡ à¦†à¦—à§à¦¨, à¦®à¦¾à¦¨à§à¦·à§‡à¦° à¦¸à¦®à§à¦ªà¦¦ à¦¨à¦·à§à¦Ÿ à¦•à¦°à§‡ à¦à¦¬à¦‚ à¦¸à§‡à¦‡ à¦®à¦¾à¦¨à§à¦·à¦—à§à¦²à§‹ à¦•à§‡à¦‡ à¦®à§‡à¦°à§‡ à¦«à§‡à¦²à§‡à¦¨ à¦¤à¦¾à¦¹à¦²à§‡ à¦à¦‡ à¦…à¦§à¦¿à¦•à¦¾à¦° à¦¦à¦¿à¦¯à¦¼à§‡ à¦¹à¦¬à§‡ à¦Ÿà¦¾ à¦•à¦¿??

#Bangladesh #politics #Dhaka #Election2024 #Train https://t.co/9q0KztAjph",O
"This is called Sabotage, This is not Politics. BNP # JAMAT # Alliance set fire on Passengers  Train from Benapole to Dhake. Before General Election (2024) in Bangladesh. BNP # JAMAT Alliance  trying to protection this Election from Beganing. https://t.co/8BDMnvf3E5",N
"Rahman (pictured) maintained a presidential system and ran himself, being elected in a landslide. He was assassinated in 1981 by rogue military officers, but the army stayed loyal to his government, of the Bangladesh Nationalist Party, led now by Vice President Abdus Sattar https://t.co/uyA70mz39h",N
"#StepDownHasina
#Bangladesh
#BangladeshElections @POTUS @UN @SecBlinken @nytimes https://t.co/DxaAtLzgAS",N
"The common people of Bangladesh want peace.  Most people are not interested in politics.  Such vandalism is not desirable in the context of elections.  The administration is a complete failure.  The people of the world should stand by the common people of Bangladesh.
05/1/2024 ðŸ˜­ https://t.co/9WFb9mk4C0",N
"In an effort to expand the digital education experience and achieve maximum benefit, we at HAND are working on creating digital content for other countries such as Mauritania, Bangladesh, and Afghanistan.
During the year 2023, this project benefited 26,202 students! https://t.co/OG7aisTeRH",P
"JP splits again, Raushan new faction chie
#Bangladesh #Politics
https://t.co/aF7BsjizOC",N
"Amid polling marked by sporadic incidents of violence, Awami League leader Tahsin Bahar Suchona was voted Cumilla city mayor while in Mymensingh...
#Bangladesh #Politics 
https://t.co/gNV34W1Nwe",N
"@daniilmalishev2 @stairwayto3dom It was abolished in constitution but never on ground.
It will always be omnipresent in SE Asian countries like Pak,Ind,Sri Lanka &amp; Bangladesh.

Their entire power structure &amp; job structure is based on caste system.
Such caste based atrocities happens openly &amp; dont even make news",N
"Scam rackets in #Bangladesh seem to have become too much desperate. They even offered me a ""job"" ðŸ˜†

#ScamAlert #Scammer #Scammers #Fraud #FraudAlert #Scam #OnlineJob 

https://t.co/7FbSBg23Sk",N
"She got her job DONE okayyy ??? 

""Congratulations, Katara. You're a blood bender""",N
