full_text,Sentiment
"Mushfique Fazal Ansarey, who posed the question about the Delhi CM to the spokesperson of the U.S. State Department, hails from Bangladesh and is known for his supportive stance toward Jamaat-e-Islami. After failing to overthrow Sheikh Hasina in Bangladesh, the U.S. appears to be",
"Wow. Good find!
No wonder the rotten American administration was trying to prop its puppet Islamist Khaleda Zia to defeat Sheikh Hasinaâ€¦. But inka khela ho gaya.",
Because Sheikh Hasina and Modi are on the Same Path of Attaining Power at Any Cost Even If It Needs to Curb the Opposition! And anyone trying to Question There Unjust Manner Of Working Model is Restrained!  Here a gist you can go through: https://t.co/fDEAnOPYjC,
"While Sheikh Hasina has won the election, ISIS-lite still has a lot of influence on US policymakers and in power circles in DC. Remember, it's not over until it's over.",
"HPM ðŸ‡§ðŸ‡©Sheikh Hasina is one of the artisans who took Bangladesh from a bottomless basket to the world stage

â™¥ï¸  Md.  Ataur Rahman Pinu
General Secretary Candidates
67 no Ward Awami League
Demra Thana Awami Leagues https://t.co/3Moq9HPr1s",
"https://t.co/NKrHcb0fPQâ€¦

President Mohammed Shahabuddin, Prime Minister Sheikh Hasina and Bhutanese King Jigme Khesar Namgyel Wangchuck have paid tributes to the martyrs of the Liberation War. https://t.co/kou5gzbW8s",
"Read more: https://t.co/w7q4zhr6Nn
PM Sheikh Hasina yesterday (27 March)  asked BNP leaders to search the Indian sarees under the possession of their wives and burn those and also stop using Indian spices in their kitchen
#BNP #indiansarees #TBSNews https://t.co/zaU3ds4sTZ",
"Sheikh Hasina à¤¨à¥‡ Bharat à¤•à¥‹ à¤²à¥‡à¤•à¤° à¤•à¥à¤¯à¥‹à¤‚ à¤•à¤¹à¤¾â€š à¤µà¤¿à¤ªà¤•à¥à¤· à¤ªà¤¹à¤²à¥‡ à¤…à¤ªà¤¨à¥€ à¤ªà¤¤à¥à¤¨à¤¿à¤¯à¥‹à¤‚ à¤•à¥€ à¤¸à¤¾à¤¡à¤¼à¤¿à¤¯à¤¾à¤‚ à¤œà¤²à¤¾à¤

#WATCH : https://t.co/nGoMEGzcBZ

#SheikhHasina #Bangladesh #India #PMModi #Bharat https://t.co/Cbefn1pNAb",
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"Prime Minister Sheikh Hasina  strongly condemned the terrorist attack  at the Crocus City Hall in Moscow that  killed more than 130 people
@SenatorCantwell
@SenatorCardin
@SenatorCarper

@Bob_Casey https://t.co/WbNzJ7p6TD",
"Prime Minister Sheikh Hasina regretted  that the world is witnessing the killings in Gaza but no one is taking any effective  measures to stop such deaths.
@tammybaldwin
@SenatorBennet
@SenBlumenthal

@SherrodBrown
@SenatorCantwell https://t.co/XD12Q5p4L4",
"It is sad not to take any action To stop the genocide in Gaza -PM Sheikh Hasina  #action #stop #genocide #Gaza #PM #SheikhHasina
@SenJoniErnst
@SenatorFischer

@LindseyGrahamSC
@ChuckGrassley
@SenatorHagerty https://t.co/Y4xVAE6xq7",
#Bangladesh PM Sheikh Hasina says pointing at BNP leaders over â€˜Boycott India Campaignâ€™. https://t.co/SKjrv6bEoh,
"https://t.co/ycxX5rNbmr
Sheikh Hasina's comments prove that she is an Indian citizen and a chief minister of Bangladesh appointed by Narendra Modi.",
"i) Sheikh Hasina Sunday regretted that the world is witnessing the killings in Gaza, but no one is taking any effective measures to stop such deaths.
#gazaattack #ceasefire #sheikhhasina #palestine

https://t.co/E34gY4iMxm",
"Sheikh Hasina Sunday regretted that the world is witnessing the killings in Gaza, but no one is taking any effective measures to stop such deaths.

#gazaattack #ceasefire #sheikhhasina #palestine
https://t.co/E34gY4jkmU",
"Prime Minister Sheikh Hasina  distributed the Independence Award-2024 to 10 distinguished individuals in recognition of  their outstanding contributions to the country
@SenatorHeinrich
@SenatorHassan
@SenGillibrand https://t.co/TfmQ65dnZe",
"To combat climate change related diseases World Health Organization will help Bangladesh  WHO Southeast Asia Region Regional Director Saima Wazed Met Prime Minister Sheikh Hasina
@SenatorCardin
@SenatorCarper

@Bob_Casey
@ChrisCoons
@SenCortezMasto https://t.co/S8dbcbfqI4",
"Chinese President Xi Jinping has congratulated President Mohammed Shahabuddin and Prime Minister Sheikh Hasina on the occasion of Bangladeshâ€™s Independence Day.
https://t.co/rRuhnpklII",
çœ‹çœ‹ç¾Žå›½å¯¹å·´åŸºæ–¯å¦ï¼Œå­ŸåŠ æ‹‰å›½çš„å½±å“ï¼Œè¯´èµ·æ¥è¿˜çœŸå¯ç¬‘ã€‚åªè¦ä¸€ä¸ªå®£å¸ƒå¯¹å·´åŸºæ–¯å¦ï¼Œå­ŸåŠ æ‹‰å›½çš„ç­¾è¯åˆ¶è£ï¼Œ å°±èƒ½ä½¿è¿™äº›é«˜å®˜ï¼Œæƒè´µä¹–ä¹–å°±èŒƒå“Ÿã€‚æŸ¥æŸ¥Sheikh Hasinaçš„å„¿å­å°±åœ¨ç¾Žå›½ï¼ˆï¼Ÿï¼‰ã€‚å½“ç„¶èƒŒåŽä¸»è¦æ˜¯èµ„äº§ï¼Œåˆ©ç›Šä¹‹ç±»çš„ä¸œä¸œäº†ã€‚,
"Bangladeshâ€™s first indigenously produced aircraft. Prime Minister Sheikh Hasina debuted the second prototype of the Bangabandhu Basic Trainer (BBT) aircraft on Sunday at the Military Hardware Display 2024. #Aircraft  #Bangladesh #TechnologyNews 
https://t.co/VdDu5plpUP",
Prime Minister Sheikh Hasina gave away the Independence Award-2024 to 10 distinguished individuals in recognition of their outstanding contribution to the country. https://t.co/rNpm8HeVAg,
"https://t.co/TrIpXoeNvvâ€¦

President Mohammed Shahabuddin, Prime Minister Sheikh Hasina and Bhutanese King Jigme Khesar Namgyel Wangchuck have paid tributes to the martyrs of the Liberation War. https://t.co/B763Q1Wi44",
"Sheikh Hasina strongly condemns Crocus City Hall #massacre Bangladeshâ€™s Prime Minister, Sheikh Hasina, has unequivocally denounced the heinous https://t.co/efOX7oKaJ7 #SheikhHasina #MoscowTerrorAttack #Bangladesh #CrocusCityHall #Moscow https://t.co/NgK6PVyujN",
"à¥¥ à¦¬à¦¿à¦¶à§à¦¬à§‡à¦° à¦¸à¦°à§à¦¬à¦¬à§ƒà¦¹à§Ž à¦¬à¦¾à¦°à§à¦¨ à¦“ à¦ªà§à¦²à¦¾à¦¸à§à¦Ÿà¦¿à¦• à¦¸à¦¾à¦°à§à¦œà¦¾à¦°à¦¿ à¦¹à¦¾à¦¸à¦ªà¦¾à¦¤à¦¾à¦² à¥¥
My beloved workplace -
â€˜Sheikh Hasina National Institute of Burn and Plastic Surgeryâ€™, Dhaka, Bangladesh ðŸ‡§ðŸ‡©. 
#plasticsurgery #Bangladesh #burn #SheikhHasina National Institute https://t.co/4Psges2vuE",
"https://t.co/utaJgSQtyY

Prime Minister Sheikh Hasina gave away the Independence Award-2024 to 10 distinguished individuals in recognition of their outstanding contributions to the country.",
"https://t.co/utaJgSQtyY

Prime Minister Sheikh Hasina gave away the Independence Award-2024 to 10 distinguished individuals in recognition of their outstanding contributions to the country.",
"HPM Sheikh Hasina at the state reception organized at Bangabhaban on the occasion of Independence Day and National Day 2024 celebrations. #26thMarch #SheikhHasina
#IndependenceDay #Bangladesh
https://t.co/0ZJZVhOtNx",
"HPM Sheikh Hasina at the state reception organized at Bangabhaban on the occasion of Independence Day and National Day 2024 celebrations. #26thMarch #SheikhHasina
#IndependenceDay #Bangladesh
https://t.co/DzdqCm606U",
"Prime Minister Sheikh Hasina has actively pursued the backing of Ireland in extending the transition period...Read More
#Sheikh_Hasina #Prime_Minister #PM #backing 
Visit Us
Youtube: https://t.co/sf6gIQcm3F
Instagram: https://t.co/DckYStcIuQ

https://t.co/6TW7NAXQBH",
"https://t.co/FowAjRCD4g

Prime Minister Sheikh Hasina expressed deep concern over the ongoing violence in Gaza perpetrated by Israeli forces, criticising the lack of effective intervention from the international community to halt the tragic events.",
"It was very nice to see the picture. Bcoz Bhutan ðŸ‡§ðŸ‡¹ was the second country to recognize Bangladesh ðŸ‡§ðŸ‡©. One thing I like most about our Prime Minister Sheikh Hasina is that she tries to properly honor all those who were with us in 1971, whenever she gets a chance. #IndependenceDay https://t.co/Xe1z0uwkvy",
"H.E.
Sheikh Hasina,
PM,
Bangladesh.

On this auspicious day,we wish you a celebration that inspires unity &amp; determination to work together for achieving common national objectives. We wish best wishes to the people of Bangladesh.

WesoÅ‚ego dnia niepodlegÅ‚oÅ›ci!

@BangladeshUN1 https://t.co/NWjziU0CaO",
"H.E.
Sheikh Hasina,
PM,
Bangladesh.

On this auspicious day,we wish you a celebration that inspires unity&amp; determination to work together for achieving common national objectives. We wish best wishes to the people of Bangladesh.

WesoÅ‚ego dnia niepodlegÅ‚oÅ›ci!

@BDMOFA #Bangladesh https://t.co/J3QFZ13BCc",
@dailystarnews Dictator Sheikh Hasina made Bangladesh a living hell.,
"""No country in the world could reduce the rate of extreme poverty as fast as lIke #Bangladesh.""
 --- Honorable Prime Minister Sheikh Hasina
@StayWithHasina
@UN_SDG
@SDG2030
@SDGaction https://t.co/4TKGT93gtv",
"""No country in the world could reduce the rate of extreme poverty as fast as lIke #Bangladesh.""
 --- Honorable Prime Minister Sheikh Hasina
@StayWithHasina
@UN_SDG
@SDG2030
@SDGaction https://t.co/s1f1SSqmJF",
@Nunkudolo No way you dated Sheikh Hasina!,
"https://t.co/htY31Ihm6Wâ€¦

Prime Minister Sheikh Hasina sent Eid greetings to Opposition Leader GM Quader and Deputy Leader Barrister Anisul Islam Mahmud for Eid-ul-Fitr and Bangla New Year 1431.",
"@revolt_71 If you want Indian Agency is capable to kill a terrorist who is sitting in UK who is responsible for blast in Sheikh Hasina rally and fugitive from Bangladesh and he also an BNP leader son  

ðŸ¤¡ðŸ¤¡ðŸ¤¡",
reality is that Bangladesh still have anti-national people like Jamaat BNP. Sheikh Hasina reduced poverty from 70% to 13% but the reality is that Bangladesh still have anti national people like Jamaat BNP.,
"about PBS habiganj the PBS habiganj  great disturb us with electricity in the night of shabe Qadar. 
I appeal to honorable prime minister BD Sheikh Hasina vinte Sheikh Mujibur Rahman. I want justice against PBS habiganj. live long Bangladesh Allah Hafiz.",
@usembassydhaka @USAID_BD Bangladesh human rights violence. Fake prime minister Sheikh Hasina is a fascist and killer.,
@UNESCO Bangladesh human rights violence. Fake prime minister Sheikh Hasina is a liar and Killer.,
"BNS Sheikh Hasina: à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶à§‡ à¦—à§‹à¦ªà¦¨ à¦¸à¦¾à¦¬à¦®à§‡à¦°à¦¿à¦¨ à¦˜à¦¾à¦à¦Ÿà¦¿ à¦¨à¦¿à¦°à§à¦®à¦¾à¦£ à¦•à¦°à¦›à§‡ à¦šà¦¿à¦¨

https://t.co/C2y4BKz8EO",
India Out Campaign: China Is Instigating Anti-Hindu Sentiment In Bangladesh | Sheikh Hasina #PersonalFinanceNews #BangladeshEntrepreneur #BangladeshFinance #BangladeshiBusiness [Video] India Out Campaign: China Is Instigating Anti-Hindu Sentiment Inâ€¦ https://t.co/hSMk6cm9uP,
"@shahidul I have not heard people who criticise Sheikh Hasinaâ€˜s government, quite rightly at times, come up with a better governing idea with personalities who are capable of implementing them. At least I have not heard one. Letâ€™s meet next you are in Blighty.",
@tiago351x $BEYOND,
"@hindu8789 After Sheikh Hasina..... Bangladesh is heading towards becoming another Pakistan.
Just  a Ticking Time Bomb for now",
State Minister Nasrul Hamid MP under the leadership of HPM Sheikh Hasina implemented a series of programs in order to increase energy production capacity by a multiple (x) of almost 8 over the initial condition in 2009. The energy production capacity is now reported to be,
@tiago351x $BEYOND,
@Sprinterfactory Sheikh Hasina &gt; 90%,
@UNHumanRights @Refugees @UNRWA @PMOIndia @StayWithHasina @narendramodi @DrSJaishankar hey PM or Dr J do something speak to HasinaðŸ˜¡hey UN sanction BangladeshðŸ˜¡ now where is the rights of HinduðŸ•‰ï¸ girls ðŸ‘§ðŸ½ women in Bangladesh lookðŸ‘€at this sick sheikh Hasina u r a woman how can U,
"Fatima Yasmin, Vice President (Sectors &amp; Themes) of the Asian Development Bank (ADB), visited and paid a courtesy call on the Hon'ble Prime Minister Sheikh Hasina at Gonobhaban today (Sunday, March 31, 2024).

#Bangladesh #SmartBangladesh #Vision2041 #HPM #SheikhHasina #ADB",
"@StayWithHasina @albd1971 infact, most of Public Representatives are Very busy to ensure their Own fortune, they're totally disconnected from General people. Their mind set is Like landlord,  and we are the Slave for them. Because, Their not Elected M P. Or Chairman.  They're Selected by Sheikh Hasina.",
West Bengal : We Pray to Prime Minister Sheikh Hasina of Bangladesh to protect Hindu Girls from Islamic Radicals ðŸ™,
@alsbddk75118 @ArtsShinex37041 Sheikh Hasina thanks PM Modi for rescuing lots of Bangladeshis from war-hit Ukraine...And List goes on.....Always Have Helped ...And We Indians will Keep On Helping Our Bangladeshis Brothers and Sisters....And Lots More are Their https://t.co/9WnIdacpTq,
@alsbddk75118 @anwarh216 Sheikh Hasina thanks PM Modi for rescuing lots of Bangladeshis from war-hit Ukraine...And Big List goes on. https://t.co/qhcOMqR4e5,
@CryptoKiteK @EdwardXLreal @GoatFunded @MTJsoftware @Eceai2024,
"@pommy_dodo Sheikh Hasina is definitely planted by RAW, that only explains why the GOI doesn't already do something with this state",
@sidhant Husband wife relation must be support Sheikh Hasina,
Sheikh Hasina to visit India after Lok Sabha polls: Reports https://t.co/qTGc352qnH #SheikhHasina,
"@MeghUpdates Sheikh Hasina should die in shame! @albd1971 @AwamiLeague1   @DrSJaishankar  why do you turn into Deaf Mute &amp; Blind on atrocities on Minority Hindus in Bangladesh, Why this hypocrisy?? @MEAIndia Speak Up or declare yourself as non-existent! @PMOIndia @ihcdhaka @dhruva",
"@VOABANGLA This man is a very close ally of prime minister Sheikh Hasina, that's reason he looted public money almost freely.",
"Why Bangladesh Boycott Indian Products? Bangladesh's Sheikh Hasina slams the ""India Out"" movement.
#short #shortvideo #shortfeed #currentaffairs #affairsatlas #bangladesh #india #out #campaign #sheikhhasina 

Do watch video.
https://t.co/sQ5aLEE8Dt https://t.co/dmqqRqIPBx",
"Why Bangladesh Boycott Indian Products? Bangladesh's Sheikh Hasina slams the ""India Out"" movement.
#short #shortvideo #shortfeed #currentaffairs #affairsatlas #bangladesh #india #out #campaign #sheikhhasina 

Do watch video.
https://t.co/F7IEx9L8OZ https://t.co/XVBbsgfm1Q",
"IndiaðŸ‡®ðŸ‡³ -à®µà¯ˆ à®µà®¿à®Ÿà¯à®Ÿà¯à®•à¯à®•à¯Šà®Ÿà¯à®•à¯à®•à®¾à®¤ Sheikh HasinaðŸ‡§ðŸ‡© | ""à®šà¯€à®©à®¾ðŸ‡¨ðŸ‡³-à®•à¯à®•à¯ à®‡à®²à¯à®²à¯ˆ"" -...
https://t.co/BTHYaTBh5W",
"#Uranium &amp; Nuclear: Bangladesh considering two more nuclear units at Rooppur
Bangladesh's Prime MinisterÂ Sheikh HasinaÂ has said the country is keen to build two more units at the Rooppur nucle...https://t.co/fkEJEPEkhz",
"https://t.co/XfHW3BSZ8n
How stupidly campaign Indian products in Bangladesh Sheikh Hasina, obviously, is not the prime minister of Bangladesh, she is the chief minister of MOdi Government.",
"Sheikh Hasina, Bangladesh PM, Plans Bharat Visit After Lok Sabha Polls

https://t.co/bsS24Y7LMA . 
Download for Android: https://t.co/cPGufBJVNq 
Download for iOS: https://t.co/rNox0lnl80",
@CryptoKiteK @EdwardXLreal @GoatFunded @MTJsoftware @Eceai2024 @Eceai2024 @Eceai2024,
"https://t.co/0cA7FZqb7wâ€¦

Prime Minister Sheikh Hasina requested Russiaâ€™s state-run atomic agency Rosatom to consider building a second nuclear power plant in Rooppur.",
"â€˜Burn Your Wives' Saree': Why Bangladesh PM Sheikh Hasina Befriended PM Modi, Slammed Oppn?| Decoded
https://t.co/4M2Wl3SuMr",
"Why Arvind Kejriwal is a threat to India that is Bharat.... needs a NIA investigation asap.
Any wonder the JUM jihadis journo of Bangladesh, who were primed by CIA to overthrow Sheikh Hasina but failed, the US deep state and Germany, a US lackey are worried! https://t.co/yEMcmQ3aHW",
"PM of #Bangladesh Sheikh Hasina sought #Chinese cooperation for the development of the southern region of the country.
@StayWithHasina
https://t.co/74mnaaFpyG",
@CryptoKiteK @EdwardXLreal @GoatFunded @MTJsoftware @Eceai2024 @Eceai2024 @Eceai2024,
Prime Minister Sheikh Hasina on Thursday asked the public representatives in local government bodies to work with utmost sincerity for the welfare of the people. https://t.co/biNvr1FQ3f,
"@UnstoppableBD @UN @PalestineEmbBD #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
@revolt_71 By running hashtags from UK against India and Sheikh Hasina wonâ€™t gave power to its grandson who is power hungry,
"Prime Minister Sheikh Hasina on Thursday asked the public representatives to serve the people to ensure vote in the future, saying providing service to the countrymen is their main job.
https://t.co/hzvTf06lRC",
"@StayWithHasina #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
https://t.co/Yh8zUHTNZO Minister Sheikh Hasina has written to the President of the State of Palestine Mahmoud Abbas and reiterated her pledge to support his endeavours in obtaining full membership of Palestine in the United Nations through advocacy in all international forums.,
"https://t.co/Sr63cHi0QH

Prime Minister Sheikh Hasina requested Russiaâ€™s state-run atomic agency Rosatom to consider building a second nuclear power plant in Rooppur.",
Bangladesh Prime Minister Sheikh Hasina To Visit India Post Lok Sabha Polls https://t.co/gl6pfCcbiU,
"Bangladesh Prime Minister Sheikh Hasina To Visit India Post Lok Sabha Polls 

https://t.co/tvLknF8n8c",
"https://t.co/K3H1Kb0aBB

Prime Minister Sheikh Hasina sought Chinese cooperation for the development of the southern region of the country.
@albd1971",
"ðŸ‡§ðŸ‡© #Bangladesh's Prime MinisterÂ Sheikh HasinaÂ has said the country is keen to build two more units at the Rooppur #nuclear power plant, which is currently under construction.

https://t.co/s7XsZ2pgxR https://t.co/wAuFkEJ74J",
"in Bangladeshâ€™s domestic politics, particularly surrounding the recent elections, which secured another term for Prime Minister Sheikh Hasina Wajid amidst controversy. 3/18 https://t.co/fWziyFK7sP",
Bangladesh Prime Minister Sheikh Hasina to visit India post Lok Sabha polls https://t.co/uyRhQgPfk0,
"Bangladesh, Australia women's cricket teams meet Prime Minister Sheikh Hasina 
#Australiawomencricketteam #Bangladesh #CricketNews #PrimeMinisterSheikhHasina 

https://t.co/T7c3qvPiCi",
"@fLlOeCxI @varun_ppl Sheikh Hasina used to be quite good when she was young.
But I would f taslima, m Hasina, kill hamba hamba",
"@Quantum_Portal @divya_gandotra Russia and Germany are not our neighbors, our neighbors are china and Pakistan, the biggest threat, assume if both of these nations will attack on us, who will help us (in our neighbors)? Only hope is Bnagladesh cause of sheikh hasina",
"https://t.co/dJ5qYCQMqZ

â€œLet's leave behind all the failures of the past in the new year and work together to build a beautiful future,â€ PM Sheikh Hasina said in a video message on Friday ahead of Pahela Baishak.",
@TheLegateIN Fascist Sheikh Hasina made Bangladesh a vassal state of India.,
"@GMehvishali @neu2ralpaki1 Bangladesh has been demanding apology from Pakistan. When Gen Musharraf visited BD in the early 2000â€™s, he expressed regrets at the martyrs monument however since sheikh hasina became PM, theyâ€™ve been demanding apology.",
@revolt_71 Pilkhana massacre occurred in connivance with then sitting govt led by Sheikh Hasina. BD Army Commandos could take control of Pilkhana in hour only; but she didnâ€™t allow them.,
"https://t.co/QtX6dlghXx

â€œLet's leave behind all the failures of the past in the new year and work together to build a beautiful future,â€ PM Sheikh Hasina said in a video message on Friday ahead of Pahela Baishak.
@albd1971 @sajeebwazed",
@TimesAlgebraIND Dictator Sheikh Hasina with Dictator Modi ðŸ˜‚ðŸ˜…,
"@RadioKiribati Its a demand of the Islamist opposition. Sheikh Hasina is pro India, .",
@stats_feed Dictator Sheikh Hasina from Bangladesh.,
@stats_feed Remove #Sheikh_Hasina,
"@TimesAlgebraIND Sheikh Hasina election still awaits legitimacy..and it looks within our country we have no credible institution, person left who can be trusted, now. This is landmark achievement.

Why not have UN,Taliban,Lalu Yadav invited to oversee elections
Is EVM + VVPAT+ Ballot box...OK",
@jacksonhinklle I am sure Israel new plan making Bangladesh.ðŸ‡§ðŸ‡©ðŸš¨ PM Sheikh @Hasina giving permission @IsraelðŸ‡®ðŸ‡±ðŸš® Airlines landed in Bangladesh something happen why 12/04/2024 @Eid Day Israel Airlines landing in Dhaka ðŸ‡§ðŸ‡©ðŸš¨ https://t.co/QuH9s7M7mF,
@IranIntl_En PM Sheikh @HasinaðŸš®ðŸ‡§ðŸ‡©ðŸš¨ giving @permission @Israel Airlines landed on @Dhaka airport.???? ðŸš¨ðŸš® https://t.co/By8xaDkH5f,
"The Conservative and Labour parties of the United Kingdom, the Christian Democrats and Social Democrats of Germany have been invited. Sheikh Hasina's Awami League has also been invited.2/2
#BreakingNews https://t.co/GI9SWJMkT9",
"@masumkadamtala @Sr94829991 Detector killer sheikh hasina, always talking ðŸ‘„ lies,  you will be punishment by the God in anytime",
@zehrazainab72 Pakistan is the most corrupted Muslims country in the world after the Arabs.  Bangladesh God willing under the current leadership of Sheikh Hasina will think twice before normalization with Israel.,
@elmoon_hasan @stats_feed Ask Sheikh hasina,
"@PakinBangladesh @ForeignOfficePk @BDMOFA Both Shebaj and Sheikh Hasina are autocrat, dictator, fascist and vote thief.",
"@India_Policy most probably. a bunch of radicals will brust at any point of time. still itâ€™s survived due to itâ€™s first generation and the hindu bengali culture. second gen is the illegitimate children of pak army. the day sheikh hasina will resign, that jihadi society will become mini pak.",
@AITCofficial @MamataOfficial @abhishekaitc Mamta Bano is anti Hindu and so pro muslim that she can defeat Sheikh Hasina in Bangladesh and become their PM.,
"@crazyclipsonly India's old days...ðŸ˜‚ðŸ˜‚......soon they develop too......with a good leadership ""Sheikh hasina""",
"GoI wants to keep Sheikh Hasina of Bangladesh happy, ignoring the ceaseless assault on Hindus by her party members. It fears if Zia Khaleda comes to power India will face a third front. But it can then also start deporting 30 million Bangladeshis and take action to protect Hindus",
@ViperMasol @AithosNFT #AithosNFT,
"Narendra Modi greets PM Sheikh Hasina, people of Bangladesh https://t.co/WP7NAFEVWK",
@albd1971 Eid Mobarak to Sheikh Hasina,
"Only the Awami League, led by Sheikh Hasina, the ruling party, has been invited from neighboring Bangladesh. The list now includes all of the major political parties from Sri Lanka and Nepal, including the Maoists.(6/N)",
@vitytradez @limewire @Cookie3_com @PlayPixelPix @ricyofficial $BUBBLE$BEYOND,
"https://t.co/5fb42n4kuD

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina",
"https://t.co/uYH0fmda3v

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina",
@YodaBabyyyy Allah bachaye.sheikh hasina ki kidney bejo ðŸ˜‚,
"https://t.co/qdDNAgHqvG

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina",
"@VOABANGLA Politics is a hot &amp; exciting subject for Bangladesh ðŸ‡§ðŸ‡© citizens as they enjoy politics the most; but what BAL &amp; BCL practice with raw Indian support is not politics. Sheikh Hasina has been leading both these entities with declared motto â€œLoggy-Boithaâ€, which is not politics.",
"@KhaledUrman Hosting Al Qaeda kingpin Ayman al-Zawahiri is purely terrorism. Supplying weapons to separatist groups in India is purely terrorism. Grenade attacks at Awami League rally to assassinate Sheikh Hasina was terrorism. And actually you guys are not only in the club of terrorists, you",
"https://t.co/0qprn7hNX7

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina.
@albd1971",
"https://t.co/3sM0UT5ue2

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina.
@albd1971",
"https://t.co/pV7c0ALFxJ

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina.
@albd1971",
"@revolt_71 Sheikh Hasina ji Zindabaad ðŸ‘‘ðŸ™ðŸ» 
Long Live India Bangladesh Ties 
ðŸ‡®ðŸ‡³ðŸ‡§ðŸ‡©",
"Prime Minister Sheikh Hasina earlier gave strict instructions regarding the safety and smooth movement of the people
https://t.co/Kxmi52jDHG",
"https://t.co/Ye6pNlmsyv

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina
@albd1971 ðŸ‡§ðŸ‡©âœŒï¸",
"https://t.co/k1INx9XB7Y

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina
@albd1971 
@DrHasanMahmud62",
"@Sheikh__Hasina 
à¦¸à¦¾à¦²à¦¾à¦®à¥¤  
à¦®à¦¾à¦¨à¦¨à§€à¦¯à¦¼ à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€à¥¤ 

à¦ˆà¦¦- à¦®à§‹à¦¬à¦¾à¦°à¦•à¥¤",
"@albd1971 @Itamaraty_EN Prime Minister Sheikh Hasina's visionary suggestion fosters bilateral ties, unlocking new avenues for trade synergy.",
"@TridentPolls @carcassone81452 @JackieD86388657 Oppression of women: See the last two thousand years of Western civilisation. Tell me what the following women have in common: Benzir Bhutto, Sheikh Hasina, Khaleda Zia, Megawati Sukarnoputri, Atifete Jahjaga, Sevil Shhaideh?",
"@revolt_71 Sheikh Hasina ji Zindabaad ðŸ‘‘ðŸ™ðŸ» 
Long Live India-Bangladesh Ties 
ðŸ‡®ðŸ‡³ðŸ‡§ðŸ‡©",
"O ministro das RelaÃ§Ãµes Exteriores, Mauro Vieira, se encontrou hoje em Daca com a primeira-ministra de Bangladesh, Sheikh Hasina, de quem ouviu um pedido para que se aumente as importaÃ§Ãµes diretas de produtos bengalis para equilibrar a balanÃ§a comercial entre os dois paÃ­ses.",
"https://t.co/5fb42n4kuD

""Adopt different approaches in addressing the juvenile gangs staying aside from conventional methods employed for adult criminals""... Prime Minister Sheikh Hasina",
@ShefVaidya @DrSJaishankar What Bangladesh under Sheikh Hasina could achieve India's Vishwaguru couldn't https://t.co/xVvn7EY8wD,
Prime Minister Sheikh Hasina on Monday asked the authorities concerned to tackle teen gangs with a special approach instead of treating them like traditional criminals. https://t.co/Aej2U84mYt,
Prime Minister Sheikh Hasina has issued a directive to ensure uninterrupted power supply in rural areas to support agricultural irrigation. https://t.co/4uDmviWU26,
@WorldTimesWT Bangladesh PM Sheikh Hasina,
"@VoiceofHindu71 And our Viswaguru Mahamanav ji gave billions of Hindu taxpayer money to his bahan Sheikh Hasina as aid. Only in India, so called 'Hindu Nationalist' leaders appease the nations like Bangladesh that persecute Hindus. If samething was done by UPA govt? 

https://t.co/c2SCpr4qFZ",
@gharkekalesh Can somebody tag Bangladesh External Affairs ministry and Sheikh Hasina for this?,
